max_sh_el (deg),sh_el_error (deg),new_precal_angle (deg),contra_new_precal_angle (deg)
3.2271085211558734,55.41989147884412,17.200813269737772,23.339583320160013
12.491242484694405,46.155757515305595,26.70245299117062,9.869521816728577
12.84726965153893,45.79973034846107,52.2071570957495,46.64641888091301
35.02747940007804,17.83752059992196,6.043934908564902,8.955654318088003
39.65158474701114,13.21341525298886,6.5142127058878785,8.137668988802655
39.800547810692265,13.064452189307737,6.266632081114627,7.7841944473637374
46.52983472214352,6.335165277856483,5.995184112728373,7.767408888410179
49.859092759918425,3.0059072400815765,6.494556486976506,7.508696925315725
48.12086305381746,4.744136946182543,7.135588784923536,6.480199009518938
52.8902494633346,-0.0252494633345961,6.740725137642721,7.287311566004166
59.422403822107434,-6.557403822107432,6.817997527633471,7.130473302079738
54.99506634239556,-2.1300663423955584,6.706743993278938,7.16469956122229
56.974428218431704,-4.109428218431702,7.46579381925341,7.046397459585083
62.008374801712,-9.143374801712,8.176876532110573,6.985418074419182
65.26828739582889,-12.40328739582889,8.05856372427772,7.080917204422284
57.584717086183474,-4.719717086183472,7.786967539845051,6.744593691711519
38.24741829149707,14.617581708502932,7.16489123030906,7.067412560815282
43.07889989014371,9.786100109856292,7.37953607145961,7.122462714256921
54.31723016606765,-1.4522301660676504,6.448074796525497,7.66518601411945
58.195586564563946,-5.330586564563944,6.685656812053617,7.386100585875262
51.808947717598706,1.0560522824012963,7.971959833743647,6.953389063603908
50.51420364072744,2.3507963592725645,6.391202135500941,7.475958555946766
48.70102929694316,4.16397070305684,5.858157680911625,8.453288093435715
50.337468086574944,8.623531913425055,7.5902905630884305,12.084636278236626
55.52125021411728,3.439749785882718,7.5671414465825535,10.334757199828438
56.17509143405991,2.7859085659400904,10.010700727788572,8.65662181843136
49.2122964339382,9.748703566061799,26.69837152663793,8.954403762995963
47.77301074407975,11.18798925592025,23.25722799181299,8.620857460984535
39.98143889989136,18.97956110010864,21.104002654755632,8.742690716970865
43.70765993313117,15.25334006686883,16.385802992408006,8.665783682081871
44.35572523478589,14.605274765214105,14.836411558465924,8.580528702115853
49.160848556371825,9.800151443628174,16.65408747767218,8.536951751920594
49.74033733228615,9.220662667713846,15.039128836837838,8.810530466708682
43.018881808981064,15.942118191018935,16.252999256802394,8.799799378271217
43.96860423424686,14.992395765753137,30.1464856885319,29.9040829344554
37.347063703888786,21.613936296111213,17.190486044531205,8.38159601211022
32.62060187496025,26.340398125039748,18.12053078425922,9.946015895158215
37.848511313156514,21.112488686843484,17.587681769003588,8.36851264325194
38.7374555378475,20.223544462152496,20.51743507184321,8.45091815518192
28.47329056050641,30.48770943949359,20.633335086108904,8.431492324497107
23.95767974654417,35.003320253455826,21.49469279549684,6.941700553861385
25.117247842672338,33.84375215732766,18.338368997622016,7.599592556588012
25.70909254233136,33.251907457668636,16.361173875810195,7.775490645194972
17.72748841644383,35.137511583556176,6.537110578540049,8.409009971038712
28.788427824669736,24.076572175330266,7.081443560301875,9.112897398311686
36.642974648837836,16.222025351162166,24.932524975386396,7.873025349078613
42.45669424271344,10.408305757286563,16.322819775616207,7.961068537980727
40.82408183729539,12.040918162704614,12.573159271264052,8.322229720814185
51.17633966045895,1.6886603395410518,10.993810738652934,8.259587720345053
51.693918509783856,1.171081490216146,11.561256129230463,7.94420960159177
54.00237909566451,-1.1373790956645067,47.00078353852723,9.50170844781029
62.94978295249953,-10.08478295249953,26.180651540790418,8.401814222586726
16.11895257096304,36.74604742903696,5.408634304750257,7.949100621880076
27.25584201358159,25.609157986418413,7.797622209605815,7.717826319898224
33.100692575168026,19.764307424831976,8.224234404580237,6.749535246629451
42.65451208779392,10.210487912206084,7.4065277282232,7.186544381911355
40.99448344541241,11.870516554587589,7.133719031594928,7.38615371615827
42.88252413377726,9.982475866222742,7.227920178353741,7.065330508170815
17.884099011253785,34.980900988746214,8.963636238009052,14.760172013450578
24.285955627994866,28.579044372005136,10.546970403963407,7.335427202679183
35.05423407105701,17.810765928942992,7.823882214071069,6.52906637394122
46.5535301833506,6.311469816649399,6.7242955254666645,6.663267189671538
37.21964174230792,15.64535825769208,7.529783697611786,6.547930688559249
42.69759920766043,10.16740079233957,6.939722299576563,6.82745532847694
43.76691721661742,9.09808278338258,6.77326267016577,6.637494134116231
43.40604563281761,9.458954367182393,6.633770346609423,6.598646655623174
39.9122199337604,12.952780066239605,6.92158097704342,6.323783305111611
42.94353699164358,9.921463008356419,7.189328329828065,6.325984272335515
40.5217288899456,12.343271110054403,6.903250148621108,6.26703879285519
42.411167534126506,10.453832465873496,8.45275375319571,6.269541055897113
43.810966389100535,9.054033610899467,7.955099154114995,6.499083865826524
41.00970407074881,11.855295929251191,7.065025089116407,6.521703886461729
40.15041585621169,12.714584143788315,7.618703622423325,6.492623848607513
43.994288307619215,8.870711692380787,7.0536319032907295,6.896143161209104
40.91898442710887,11.946015572891135,7.9147260131283375,6.601796098048695
48.96060389595106,3.904396104048942,9.601668591692336,6.786309346532114
37.82828543605846,15.036714563941544,8.420305240964185,6.561004945953184
41.57858970328218,11.286410296717825,7.220968137781195,6.659381057578461
37.90236318609586,21.058636813904137,21.79515568939571,8.094878233212778
46.140355375306,12.820644624693998,15.128904038720657,7.954605617489727
34.1586955918162,24.8023044081838,40.84211571156696,9.947973172922058
29.64819841006055,29.312801589939447,14.535517118296458,7.840797956159636
42.696304131795046,16.264695868204953,12.28284535528275,7.405759409670575
54.7078572107748,4.253142789225201,14.80039872277354,7.500198618112295
47.84358673878866,11.11741326121134,18.123187855462582,7.553592234667903
38.111224201460345,20.849775798539653,37.49047533538349,7.933849534485117
45.77122739839047,13.189772601609526,16.788724102812797,6.970632004769286
22.474539492950175,36.48646050704983,19.59407780262921,6.9184913940140955
38.10085364623185,20.86014635376815,25.18091094906796,7.855603893343576
36.19440635572048,22.766593644279517,22.13366118337432,9.875556997703958
38.1212236010044,20.839776398995596,16.87752582212184,7.820268816423549
36.57934490515429,22.381655094845712,16.464789863324967,8.395548004993943
40.973821264267976,17.987178735732023,15.329908738372458,8.484060632550756
38.50494451655191,20.45605548344809,16.60284275690234,8.210591203811603
47.85981355360483,11.101186446395168,21.094553834153263,8.013148929958252
20.412064592138655,38.54893540786134,13.884255313048586,8.018928496761783
29.871443459707073,29.089556540292925,27.40223720117537,8.80457531098644
33.09932340403261,25.86167659596739,20.338593500113788,8.176012084946258
43.49397266144918,40.23102733855082,5.269534472738357,8.551915280368476
67.83511794790931,15.889882052090684,6.313201813429525,7.376504336145441
70.29679432685707,13.428205673142926,5.703101677763073,7.7330439132398485
42.83545678297624,40.88954321702376,5.212595243742701,7.434530514623603
46.94583660021432,36.77916339978567,6.025711610607379,6.958859565662613
48.52806950254555,35.196930497454446,5.758438635528653,7.08936190399712
48.77919673730583,34.94580326269416,5.657418448484432,6.906204511745143
41.67140149778679,42.053598502213205,5.121778563208343,7.250549696159534
42.57352228634088,41.15147771365911,5.271021655802933,7.884958629703426
44.80428217689362,38.92071782310637,5.211241833822647,8.272248749922694
37.54194680780787,46.183053192192126,5.239627627547275,7.416402838253514
43.44849104730535,40.27650895269464,5.419745909053469,7.410288696147518
44.515524889380906,39.20947511061909,5.421661900797179,7.27248871327553
44.71681128085976,39.008188719140236,5.410554219616612,7.484038510562776
45.211632206960076,38.51336779303992,5.960884683177047,7.0557729951403765
46.94018821320779,36.784811786792204,6.0896900501947755,7.265011995963866
38.63214888933853,45.092851110661464,5.257920049084667,6.934604495834741
31.535204830577527,52.18979516942247,5.435343424640549,7.330236315293894
31.67979796031902,52.04520203968097,5.482406701290204,6.971419882278582
32.6333634841931,51.0916365158069,5.193125026984934,7.314319784496079
42.43801620361339,45.55998379638662,23.087853712901403,7.887124127035614
44.46112522406788,43.53687477593213,11.265070744731117,7.907009121788336
46.12228403404719,41.875715965952814,15.154816991005331,8.018952977646805
48.01447196530422,39.98352803469579,15.27021960962208,8.242168113252841
59.68796831684055,28.31003168315945,9.258881442410958,8.174210861733407
61.97318023852309,26.024819761476913,22.954707318070312,9.541038225133525
43.82086837839498,44.17713162160503,13.0681720826155,8.951068102220333
48.79174362862485,39.206256371375154,16.32064456186949,9.272053213394656
46.13303927245997,41.86496072754004,7.344034950925058,8.863438481881593
24.145182440488586,63.85281755951142,15.175430137037397,7.174933032838214
44.52781690574077,43.470183094259234,8.709059149054568,7.633114975704482
63.09902530092494,24.898974699075062,9.733306240380491,8.33562079379209
63.33347235681156,24.664527643188443,9.043179756256881,8.11394283967614
59.67154723400733,28.326452765992677,10.592769509832117,8.515068739244084
42.49160640594752,45.50639359405248,9.036920100933502,8.358228657479586
43.03040326878293,44.96759673121707,7.763693528713297,8.684576227849169
44.430229526851804,43.5677704731482,8.007610375533195,8.201044310055872
46.11431241551697,41.883687584483035,6.323101160426281,8.146904065839163
46.268974788983726,41.72902521101628,7.969053649831275,8.503505817024125
48.883817945034295,39.11418205496571,8.230510845756896,8.200373938106523
48.947559445418875,39.05044055458113,10.208718979938519,8.423523038207284
44.0024016437926,43.9955983562074,6.77077199322543,8.60507714986924
46.89607962733955,41.10192037266045,5.0859236423972005,7.391730282442865
50.259052947199386,37.73894705280062,5.010006490655216,8.213603722759943
50.899105850176596,37.09889414982341,6.094452613077944,7.671123734532189
48.39539486559635,39.60260513440365,5.425564097950234,7.79772289392838
54.32261268413489,33.675387315865116,5.115232863112116,7.293770330296723
55.51060130884038,32.487398691159626,5.371040961370227,8.122697149856023
55.749200845470575,32.24879915452943,5.487765861443292,8.560270667757905
53.90527597200418,34.09272402799582,5.276817676196576,8.36893500438603
