max_sh_el (deg),sh_el_error (deg),new_precal_angle (deg)
61.04195567413983,32.25204432586017,9.7757763199771
37.32823238079778,55.96576761920222,9.798518377811364
61.77013091584441,31.523869084155585,7.295222768479063
78.7318199538083,14.562180046191699,14.794194325636589
18.990012526907016,74.30398747309297,21.304004388918298
29.302182288448815,63.99181771155118,8.99427045423535
31.615026223859672,61.678973776140325,11.338695071805736
20.0477476594513,73.2462523405487,10.270234285731371
30.41744401269272,62.87655598730728,6.461107451922011
30.69258659883972,62.60141340116027,7.311985682419342
36.862860083340564,56.43113991665943,8.72580096587378
31.834687197295775,61.45931280270422,9.580987757828916
36.142790228651705,57.15120977134829,11.886355391961267
31.495401165314153,61.79859883468585,13.104371631644973
32.50413111668516,60.78986888331484,12.245482073431162
28.576900832615696,64.7170991673843,9.248772616595579
46.73325740865096,46.56074259134904,8.181389393434484
42.68539670075729,50.60860329924271,11.413162290363152
17.378236684097335,8.718763315902667,13.0808983889108
22.56145173755968,3.5355482624403223,9.697729880484726
30.266713585321938,6.413286414678062,16.304862778593183
29.435735891040416,7.244264108959584,16.22552209356133
29.627975442441684,7.052024557558315,16.81027644611679
31.06187659979828,5.618123400201721,14.744172052223364
31.063046868920654,5.616953131079345,16.73266147556365
31.86036787238632,4.81963212761368,15.38188045135906
32.16387584558922,4.516124154410782,16.367161836338
31.918809892278436,4.761190107721564,16.15173265708228
31.515856257636113,5.164143742363887,17.080893992907722
27.643611050447724,9.036388949552276,15.811386118822746
29.4932446517991,7.186755348200901,16.69751463138286
28.809562301336335,7.870437698663665,17.39198248240756
20.55008737364817,5.54691262635183,13.969970605971445
21.826845479929222,4.270154520070779,16.71134445752047
17.899639768316703,8.197360231683298,17.535345503488863
16.890012477449176,9.206987522550826,17.568458046901238
16.363224150890378,9.733775849109623,20.44442784597486
14.17101738406777,11.92598261593223,21.207976606637107
18.18465208137013,7.912347918629873,22.606799318802615
13.634295789278374,12.462704210721627,21.642540985656517
10.623297555586896,15.473702444413105,20.38689089314913
16.215424188119563,9.881575811880438,23.13169810219985
14.7581165441702,11.338883455829802,21.87827384007865
12.4877300692766,13.609269930723402,22.833335262792737
12.858433975574039,13.238566024425962,21.985644379287486
38.5366649094647,-1.8566649094646976,19.25225199739751
29.713131540905444,6.966868459094556,21.182482433503417
27.198103074955583,9.481896925044417,22.062180253955216
27.415859778647395,9.264140221352605,22.446774924649834
25.90485056359753,10.775149436402469,23.691962103324464
23.816730884419943,12.863269115580056,21.921957134077793
24.81705644238706,11.86294355761294,20.93332978481964
23.484256202540205,13.195743797459794,20.450869919322646
24.42068671882279,12.25931328117721,20.972637561928444
25.372152284131136,11.307847715868864,20.17522174131907
24.76267461120974,11.91732538879026,20.120839485487455
25.244023832090257,11.435976167909743,20.87089994754726
21.507045764862752,4.589954235137249,17.222845373386548
14.311891162242134,11.785108837757868,20.877474863404164
17.911729135219076,8.185270864780925,26.29100732217018
14.02391346512598,12.07308653487402,30.23282336966795
10.251851784131848,15.845148215868154,32.53200423155965
17.321524839514527,8.775475160485474,17.3617486141773
14.711940529052404,11.385059470947597,21.913970131697894
16.524848189777963,9.572151810222039,24.41464883508709
13.926194474309753,12.170805525690248,26.134713395421883
12.897963321871503,13.199036678128499,25.0431046404484
15.307585590671115,10.789414409328886,28.955496999002463
10.09144496926119,16.00555503073881,29.58811441318071
10.984194505299135,15.112805494700867,30.623190728359084
13.781370296063916,12.315629703936086,32.49023238592719
10.448085006958625,15.648914993041377,37.30993107160481
14.594318093073694,11.502681906926307,42.34528729783003
12.744151767435012,13.35284823256499,49.070467242654935
47.491611541606126,2.701388458393872,58.55509005827968
44.95857931104655,5.234420688953449,11.7121461841188
49.047838800878104,1.145161199121894,12.240811820857687
50.60046178477139,-0.4074617847713924,12.835764511347513
50.556279233277294,-0.3632792332772965,13.154061223487338
47.51382028436596,2.679179715634035,12.153606774592983
52.0352299167079,-1.8422299167079004,12.619824803554781
50.64158569354678,-0.44858569354678224,13.2964984251796
41.641896197954466,8.551103802045532,12.828337516458774
47.634540260569636,2.5584597394303614,14.66502237153462
42.365169574473406,7.827830425526592,11.895901953140656
44.850634815689496,5.342365184310502,12.217401912546375
44.04837606908222,6.144623930917781,13.267184729527596
43.140488565473355,7.052511434526643,12.806570373231876
17.263153612847407,23.77684638715259,nan
28.197870068837968,12.842129931162031,8.656304155594196
35.114277093977954,5.925722906022045,8.871391974649269
38.884841471349795,2.1551585286502046,8.89132216349958
32.98532124556787,8.054678754432132,10.324034258105536
39.3695435090388,1.6704564909612003,8.312384962916681
40.56206582070722,0.4779341792927809,8.122092871709485
39.68145864359345,1.3585413564065476,7.187035744786209
44.01473234352173,-2.9747323435217297,7.5303830805309175
42.07331459424529,-1.0333145942452902,8.371069950690071
40.90461775471711,0.13538224528289078,7.957221015035581
42.23009013883231,-1.1900901388323106,7.585169632772705
40.12907915671988,0.9109208432801168,10.925623373138446
40.834809991458876,9.358190008541122,7.588661548816407
48.84729146855838,1.3457085314416162,8.720576797462883
50.67438731276546,-0.4813873127654631,9.72004595794542
46.347386265574194,3.845613734425804,7.641106754240923
48.020786618774856,2.1722133812251414,7.761948974831147
54.42046957350968,-4.22746957350968,7.835038150047187
50.053845574802466,0.13915442519753185,7.631160735894708
47.278941438901064,2.9140585610989334,7.94690250301214
48.933297202113465,1.2597027978865327,7.765286042062209
49.47249713661349,0.7205028633865069,7.948952453076354
45.72047660067511,4.472523399324885,8.386795588511383
47.81205656987772,2.3809434301222794,8.150710808390183
50.372634394775844,-0.17963439477584586,7.782782313975538
50.719802201308305,-0.5268022013083069,7.3565277324387965
57.73955006193004,-7.546550061930041,6.952175949712162
26.08912096449481,14.950879035505189,4.843915435637071
38.803825817112816,2.236174182887183,5.30263682988037
37.17278076960244,3.867219230397559,5.560914584270514
43.057380520640955,-2.0173805206409554,5.577875469650626
